,0
title,"AAP, BJP, Congress spent 2019 trying to outsmart each other in Delhi"
datetime,2019-12-31 07:55:00+00:00
description,"The year started with AAP campaigning aggressively for full statehood for Delhi, but after the Lok Sabha election defeat a relatively subdued face of the party emerged"
content,"Political parties locked horns on several occasions in Delhi throughout 2019, in a desperate bid to establish their supremacy in the national capital, unleashing brisk activities starting with the campaign for the 2019 Lok Sabha election.As the Congress fought fiercely to regain ground, the Aam Aadmi Party (AAP) conceded its popularity, which had peaked in 2015 when it came to power in the city-state, to the Bharatiya Janata Party (BJP) in the Lok Sabha election in May.With the BJP winning all seven parliamentary seats, it seems that Delhi followed the national narrative that drove the parliamentary election.Both AAP and Congress had flirted with each ahead of the election to seal an alliance but could not reach a definite agreement and ultimately fought separately.The year started with AAP campaigning aggressively for full statehood for Delhi, but after the Lok Sabha election defeat a relatively subdued face of the party emerged.""We believe in countering hate with love and negative with positive politics. We are doing the same positive politics in Delhi,"" senior AAP leader Gopal Rai said then.NoneTo realise that target, the party has roped in election strategist Prashant Kishor and his organisation Indian Political Action Committee (IPAC).Its main rival, the BJP, is upbeat riding on the success of the Lok Sabha election in May, and is trying hard to form its government in Delhi after more than two decades.The party, faced with the challenge of countering Kejriwal, is banking on the support of voters of unauthorised colonies, hoping they will back it due to property ownership rights given to the residents in these colonies by the BJP-led government at the Centre.BJP's Delhi unit president Manoj Tiwari asserted the move will benefit 40 lakh residents of 1,731 unauthorised colonies in the national capital.""Our credo in 2019 has been positivity. With a positive attitude we won Lok Sabha polls. With the same spirit we will also stage a comeback in Delhi by winning at least 45 seats in assembly elections by dismantling the Arvind Kejriwal regime,"" Tiwari told PTI.Other than citing the “failures” of the Kejriwal government, the BJP is depending on the image of Prime Minister Narendra Modi to sail through the crucial elections, after winning only three seats five years ago.The prime minister's rally at Ramlila Ground on December 22, where he mentioned his government's move to provide property ownership rights in unauthorised colonies and slammed the Kejriwal dispensation on a range of issues including dirty water supply and air pollution, set the tone of BJP's campaign for the polls.NoneIn the run-up to the polls, likely in February, the AAP has claimed achievements in the field of education and health, describing them as the best in the country.The party is likely to repeat some of its Lok Sabha candidates in the assembly polls. It is also trying to find new faces for the constituencies on which its MLAs have been disqualified."
,0
title,Why India needs to take a serious look at sale and consumption of tobacco
datetime,2019-12-29 12:07:00+00:00
description,Projected tobacco-associated mortality in India is estimated reach 1.5 million by 2020
content,"US President Donald Trump signed a legislation this month to amend the Federal Food, Drug, and Cosmetic Act, and raise the federal minimum age of sale of tobacco products from 18 to 21 years.It is now illegal in the US for a retailer to sell any tobacco product -- including cigarettes, cigars, hookah and e-cigarettes -- to anyone under 21 years of age.The US Food and Drug Administration (USFDA) said these laws are designed to make tobacco products less accessible and less attractive to the youth.Every day, nearly 2,500 kids smoke their first cigarette and over 400 kids become cigarette daily smokers in the US alone.Status of tobacco control in IndiaMost countries have put restrictions on minimum age for purchasing tobacco products. In India, the sale of tobacco products is prohibited to persons under the age of 18.India also prohibits the sale of tobacco products via vending machines and within 100 yards of any educational institution.In addition, several states ban the sale of single cigarettes and gutka and other forms of smokeless tobacco. Smoking is also banned in public places.NoneIt is unclear what happened to the proposal of setting up a committee.To be sure, even the 18-years age restriction is mere symbolic, as most sellers, who are small vendors, are hardly aware of it. Even if they are aware, chances of them following it is minuscule.The sale of cigarettes, ghutka and beedis goes unabated in India. Consumption of beedis among the economically weaker sections, is worse because they contain three time more nicotine and five times more tar, increasing the risk of cancer among the most vulnerable sections of the society.According to the Global Adult Tobacco Survey 2016-17 conducted by the Tata Institute of Social Sciences (TISS), Mumbai for the Ministry of Health & Family Welfare, Government of India, about 28.6 percent of the Indian population consume tobacco, of which 10.7 percent smoke tobacco, while the remaining use smokeless tobacco like ghutka, kaini and zarda. Studies have found that tobacco consumption is also high in tribal and backward regions of India.Around 90 percent of the people who smoke knew that smoking is not good for their health.It is well-established that tobacco consumption either through smoking or orally, causes various types of cancers and non-communicable diseases such as respiratory. Projected tobacco-associated mortality in India is estimated to be 1.5 million by 2020."
,0
title,2.3 lakh people lost in a day: Asia remembers devastating 2004 tsunami
datetime,2019-12-26 10:35:00+00:00
description,"On the morning after Christmas Day in 2004, a 9.1 magnitude quake off northern Sumatra island triggered a tsunami with waves as high as 17.4 meters that swept over vulnerable coastal areas of Indonesia, India, Sri Lanka and 10 other countries"
content,"Communities across Asia commemorated the 2.3 lakh victims of the Indian Ocean tsunami on December 26, the 15th anniversary of one of the world's most deadly disasters.On the morning after Christmas Day in 2004, a 9.1 magnitude quake off northern Sumatra island triggered a tsunami with waves as high as 17.4 meters (57 feet) that swept over vulnerable coastal areas of Indonesia, Sri Lanka, India, Thailand and nine other countries.Memorials were scheduled in the Indonesian province of Aceh, where entire villages were flattened and more than 1.2 lakh people perished in the giant waves. Since then, the area has been largely rebuilt, with some 25,600 residential, commercial, government and school buildings constructed inside a high-risk zone that had suffered virtually total devastation in 2004.In India, where more than 10,000 people had died in the tsunami, survivors also were to hold memorial ceremonies. More than 35,000 people died in Sri Lanka.In Thailand, where more than 5,300 people were killed, including tourists visiting resort islands in the Andaman Sea, officials held a memorial ceremony and called for more awareness and preparedness for disasters.""The government wants to lift safety standards... and build awareness across all sectors in preparing and protecting people against disasters,"" Deputy Interior Minister, Nipon Bunyamanee, said at an opening ceremony. He said Dec. 26 had been designated national accident prevention day.Officials later laid wreaths at a memorial center in Phang Nga province to pay tribute to King Maha Vajiralongkorn's nephew, Bhumi Jensen, who was last seen jet-skiing off the coast when the tsunami hit.An interfaith service for Muslim, Christian and Buddhist victims was also held."
,0
title,"Oppo Reno 3 5G, Reno 3 Pro 5G launched in China: Specifications, price, features"
datetime,2019-12-26 17:31:00+00:00
description,Oppo Reno 3 series is expected to launch soon in India.
content,"Oppo has launched the Reno 3 series in China. The latest Reno lineup consists of the Reno 3 5G and Reno 3 Pro 5G. Reno 3 starts at Yuan 3,399 (roughly Rs 34,700), whereas the ‘Pro’ variant starts at Yuan 3,999 (roughly Rs 40,500).NoneReno 3 Pro 5G features a 6.5-inch Full HD+ OLED display with a hole-punch display. The screen has a 90Hz refresh rate and also features an in-display fingerprint scanner, HDR10+ support, and a 92.1 percent screen-to-body ratio. Reno 3 Pro’s display is claimed to support a peak brightness up to 1,100 nits.The vanilla Reno 3 5G has a 6.44-inch Full HD+ OLED display with a water-drop notch on top. The screen has an in-display fingerprint scanner and comes with TUV Rheinland certification.Reno 3 Pro 5G and Reno 3 5G performance unitNoneReno 3 5G, on the other hand, features a MediaTek Dimensity 1000L 5G processor with up to 12GB RAM and 128GB UFS 2.1 internal memory.Reno 3 series comes with GameBoost 2.0 support for enhanced performance while gaming.Both smartphones pack a 4,025 mAh battery with support for 30W SuperVOOC 4.0 Flash charge. Oppo claims that the battery can be charged from zero to 50 percent in 20 minutes, and can be fully charged in 56 minutes.Reno 3 and Reno 3 Pro cameraReno 3 Pro 5G features a quad-camera setup on the back with a 48MP Sony IMX586 sensor with OIS, a 13MP telephoto lens with 5x optical zoom, an 8MP ultra-wide lens that doubles up as a macro lens, and a 2MP monochrome sensor.NoneFor selfies, both the smartphones house a 32MP front camera.SoftwareReno 3 and Reno 3 Pro 5G boot on Android 10 based Color OS 7 out-of-the-box.PriceReno 3 comes in two storage variants with 8GB + 128GB storage and 12GB + 128GB storage. Both the storage variants are priced at Yuan 3,399 (roughly Rs 34,700) and Yuan 3,699 (roughly Rs 37,600).Reno 3 Pro also comes in two storage variants. The 8GB + 128GB storage model is priced at Yuan 3,999 (roughly Rs 40,500), whereas the 12GB + 256GB variant is priced at Yuan 4,499 (roughly Rs 45,800).Both the smartphones come in four colour options — Moonlight Black, Sunrise, Night Sky Blue and Misty White."
,0
title,Alphabet CEO Sundar Pichai set to receive $240 million stock package
datetime,2019-12-23 18:10:00+00:00
description,"Apart from this, Pichai will also draw an annual paycheck of $2 million starting 2020 onwards, as against the $1 salary that was drawn by Larry Page in the same capacity last year."
content,"NoneBut Pichai is no stranger to such compensation. In 2016 as well, he saw his earnings skyrocket following the $199 million he received in stock awards at the time.Apart from this, Pichai will also draw an annual paycheck of $2 million starting 2020 onwards, as against the $1 salary that was drawn by Larry Page in the same capacity last year."
,0
title,Buy an electric car in Delhi and get back up to Rs 1.5 lakh
datetime,2019-12-27 17:27:00+00:00
description,The government is also planning to transition its fleet of official cars to electric in the next 12 months.
content,"In a bid to tackle pollution in New Delhi, the Delhi government has approved a new policy for the encouragement and purchase of electric vehicles (EVs) in the city. Under the Delhi Electric Vehicle Policy 2019, a grant of Rs 10,000 per kWh of battery capacity will be awarded to the first 1,000 four-wheeler buyers.A maximum of Rs 1.5 lakh can be claimed via this policy. The government is also planning to transition its fleet of official cars to electric in the next 12 months. By the first half of 2020, there will be various fully electric cars on sale in India, such as the MG ZS EV, Tata Nexon EV, Hyundai Kona, Tata Tigor EV and the Mahindra e-Verito, among others. This transition is expected to further encourage the manufacturing of electric vehicles.EVs will be offered with a 7.2 kWh charger which can be set up at home or office by the user. Though it is offered free of cost by most manufacturers, others charge additionally for it. The first 30,000 people to buy electric cars in Delhi will get Rs 6,000 off their first wall charger."
,0
title,Why the Maharashtra-Karnataka border is simmering
datetime,2019-12-30 17:44:00+00:00
description,"The district of Belgaum, claimed by Maharashtra on linguistic basis, is at the core of the dispute between Maharashtra and Karnataka "
content,"On December 29, buses traversing from Kolhapur district of Maharashtra to Karnataka were suspended, reportedly after the Maharashtra State Road Transport Service (MSRTC) received inputs about a possible law and order situation arising out of a dispute between the two states over Belgaum.Consequently, buses from Karnataka to Kolhapur and other districts of Maharashtra were also suspended by the North West Karnataka Road Transport Corporation.What happened exactly?The details regarding what exactly happened are a little sketchy, but reports suggest that tensions on the border simmered after certain remarks by a Kannada organisation against the Maharashtra Ekikaran Samiti (MES) led to protests.The MES has been fighting for Belgaum district, which is a part of Karnataka, to be merged with Maharashtra on linguistic basis.On December 28, several Kannada organisations in Belgaum had reportedly burned the effigy of Maharashtra Chief Minister Uddhav Thackeray.This had led to retaliation from Thackeray's party, the Shiv Sena, on December 29, when the party held a rally in Kolhapur— which borders Karnataka— and burned the effigy of Karnataka CM BS Yediyurappa. Sena workers had also reportedly stopped the screening of a Kannada movie at Apsara Talkies in Kolhapur city.What is the issue all about? Belgaum, which has a sizeable Marathi population, is claimed by Maharashtra.The district was a part of the Bombay Presidency, and, after Independence, the Belgaum Municipality had reportedly requested that it should be included in the then proposed Samyukta Maharashtra state, to be carved out for Marathi-speaking population.However, as per the State Reorganisation Act of 1956, Belgaum was included in Mysore state (present-day Karnataka). That, however, was reportedly done on the basis of administrative lines, though reports claim that Belgaum has majority Marathi-speaking population which wanted to go with Maharashtra.The dispute has been on ever since. The MES, which had its Mayor in the Belgaum City Corporation in 2005, had even passed a controversial resolution demanding merger of state's Marathi-speaking areas with Maharashtra.How have governments from both states reacted to the recent flare-up? Apart from the suspension of buses (though reports suggest that now the buses are running according to schedule), Yediyurappa has said Thackeray is trying to ""create confusion"" for ""political benefit"".NoneSena and the Belgaum problem NoneIn 1969, for instance, Sena chief, late Bal Thackeray, was imprisoned after a protest by party workers turned violent. The party's workers were trying to stop the convoy of then Deputy Chief Minister of Maharashtra, Morarji Desai, to present a petition asking him to stop the merging of Belgaum with Karnataka.The party has time and again raised the issue. After the Sena came to power this time in alliance with the Congress and the Nationalist Congress Party (NCP), Thackeray appointed Chhagan Bhujbal and Eknath Shinde as co-ordinators to oversee his government's efforts to expedite the case related to the boundary dispute with Karnataka.The case is pending before the Supreme Court for many years."
,0
title,Bank frauds: RBI looking into role of forensic audits
datetime,2019-12-27 21:03:00+00:00
description,The banking authority will also issue norms for declaration and processing of red-flagged accounts.
content,"The Reserve Bank of India (RBI) is looking into the scope and role of forensic audits for quicker detection of frauds in the banking system, the central bank said in the Financial Stability Report on December 27.The regulator said that banks have been asked to increase their focus on fraud response plan. To enable this, the RBI will prescribe stricter timelines and 'clear cut' guidance for reporting of frauds.The banking authority will also issue norms for declaration and processing of red-flagged accounts, the report said.""Banks are required to set up specialised units to make use of market intelligence and data analytics and also put in place transaction monitoring system. In order to bring clarity, the role and scope of forensic audit along with timelines is also being examined,"" the central bank said.Fraud reporting by non-banking finance companies (NBFCs) and Urban Cooperative Banks is also being integrated into RBI's registry database.In 2019, a massive scam was unearthed in Punjab and Maharashtra Cooperative (PMC) Bank, calling for higher attention to the fraud detection processes in the system. According to the bank's officials, the cooperative bank had managed to hide irregularities from the regulator during annual inspections.Last year, scams in state-run lenders raised alarms on the quality of governance in these banks.RBI said that banks are being provided with a list of Early Warning Signals (EWS) to firm up fraud detection and take pre-emptive actions.The report said that a significant time-lag was observed between the date of occurrence and detection of the frauds in the financial year 2018-19 and first half of 2019-20.For instance, 97.3 percent of frauds reported in April-September 2019 by value, occurred in previous financial years.RBI said that loan-related frauds constituted 90 percent of all frauds reported in 2018-19 by value and 97 percent in April-September 2019.As on September 2019, frauds worth Rs 71,146 crore involving amounts of more than Rs 1 lakh were reported, as compared to Rs 42,228 crore in the June-ended quarter."
,0
title,"Vivo S1 Pro to launch in India in January 2020 under Rs 20,000"
datetime,2019-12-24 10:53:00+00:00
description,The India variant of Vivo S1 Pro will have a significantly different design compared to the international models.
content,"Vivo is reportedly planning to launch the S1 Pro in India soon. The smartphone was launched in China in May, followed by Thailand and the Philippines. According to the report, Vivo S1 Pro India launch would happen during mid-January 2020.NoneUnder the hood, the S1 Pro will reportedly get powered by Qualcomm Snapdragon 665 SoC. In Thailand and China, the S1 Pro comes with up to 8GB RAM and 256GB internal memory. We can expect Vivo to launch the S1 Pro with 8GB RAM and 128GB storage in India. This can be speculated considering the rumoured India variant price, which is said to be under Rs 20,000.On the back, Vivo S1 Pro will have a diamond-shaped cutout for the quad-camera setup, which would feature a 48MP primary sensor. The other three sensors would pack an 8MP ultra-wide lens and two 2MP lenses. For selfies, the S1 Pro would have a 32MP front-facing camera inside the punch-hole."
,0
title,"Amruta Fadnavis, Priyanka Chaturvedi indulge in Twitter spat over Sena's move to close accounts with Axis Bank"
datetime,2019-12-30 20:51:00+00:00
description,The bitter exchange of words ended with Amruta Fadnavis finally sharing a terse post on the social media platform that stated that having a bad leader is not Maharashtra’s fault but staying with one is.
content,"Ever since the Shiv Sena-ruled Thane Municipal Corporation (TMC) decided to shut all the salary accounts it held with Axis Bank, Amruta Fadnavis and Priyanka Chaturvedi have engaged in a war of words on social media.Former Maharashtra Chief Minister Devendra Fadnavis' wife Amruta has taken Sena's move to shift accounts to a nationalised bank personally, given she is a senior employee at the bank. Hitting out at the Shiv Sena, she took to Twitter to criticise how the present government is targeting BJP leaders at a personal level.NoneNoneNoneThe bitter exchange of words ended with Amruta Fadnavis finally sharing a terse post on the social media platform that stated that having a bad leader is not Maharashtra’s fault but staying with one is.NoneThe verbal scuffle between the two women started last week when Amruta stepped in to defend her husband’s tweet condemning Rahul Gandhi’s “my name isn’t Rahul Savarkar” remark.Devendra Fadnavis had said that no parallel can be drawn between Rahul Gandhi and Veer Savarkar, as the former’s contribution to India is nothing compared to that of the latter.NoneReplying to her, Priyanka Chaturvedi had said that the present Chief Minister of Maharashtra Uddhav Thackeray is, in fact, living up to his name and that the former CM’s wife is missing the point."
,0
title,"Vivo S1 Pro with 8GB + 128GB memory to launch in India for Rs 19,990: Report"
datetime,2019-12-27 16:05:00+00:00
description,"The camera unit on the back will feature a 48MP primary shooter, paired with an 8MP ultra-wide lens and two 2MP lenses."
content,"Vivo is rumoured to introduce a new variant of the S1 in India called the S1 Pro. The smartphone is expected to launch in January 2020 and will have different internals and design compared to the International unit. The latest report has revealed that Vivo S1 Pro will be priced at Rs 19,990 for the 8GB + 128GB variant.NoneThe India variant of Vivo S1 Pro is expected to sport a 6.38-inch Full HD+ display, which is marginally smaller than the China variant that has a 6.39-inch Full HD+ Super AMOLED screen. Instead of a water-drop notch or an all-screen display, the Indian variant would sport a punch-hole screen for the 32MP front camera.The camera unit on the back will feature a 48MP primary shooter, paired with an 8MP ultra-wide lens and two 2MP lenses. The report claims that Vivo S1 Pro will have a diamond-shaped cutout for the quad-camera setup.Performance unit is said to include a Qualcomm Snapdragon 665 SoC with a single 8GB RAM option. The smartphone would have 128GB internal storage. Vivo S1 Pro would pack a 4,500 mAh battery with 22.5W fast-charging support, according to the report."
,0
title,"SBI home loan interest rate cut to 7.90% from 8.15% wef Jan 1, 2020"
datetime,2019-12-30 11:40:00+00:00
description,SBI has reduced its external benchmark-based rate by 25 basis points from 8.05 percent to 7.80 percent
content,"The State Bank of India (SBI), on December 30, reduced its external benchmark-based rate (EBR) by 25 basis points from 8.05 percent to 7.80 percent . As per the official statement of India's largest lending institution, the new rates will be applicable from January 1, 2020.Because of the reduction in the rate, existing loans linked to the EBR will get reduced by 25 basis points. It will affect both micro, small and medium enterprises (MSME) borrowers and home loan customers.The new home buyers will get loans at an interest rate starting from 7.90 percent per annum compared to earlier 8.15 percent per annum, it said."
,0
title,Your bank account could be frozen for not filing GST returns: Report
datetime,2019-12-26 16:39:00+00:00
description,The Central Board of Indirect Taxes and Customs (CBIC) has formed an SOP for dealing with defaults on GST payments.
content,"NoneThe finance ministry has made it a part of the Standard Operating Procedure (SOP) in case of non-filing of GST returns, the report said.Assessees are required to file GST returns either monthly (normal supplier) or quarterly (supplier opting for composition scheme).Moneycontrol could not independently verify the story.About 20 percent of GST assessees do not file their returns, which hurts the revenue collection, the report said.The Central Board of Indirect Taxes and Custom (CBIC) has formed an SOP for dealing with defaults on GST payments.A system-generated notice is sent to defaulters if the payment is not made on the due date. If the dues have not been cleared after five days, a notice, issued under Form 3-A, is sent mandating that the payment be made within 15 days.If the payment is still not made after 15 days, an officer will evaluate the tax liability of the concerned individual. The officer can then demand recovery of the returns after issuance of Form GST ASMT-13. The form will be withdrawn if the defaulter clears the pending dues.If the returns are not filed as per the time given under Section 29 of the CGST Act, then the officer can initiate cancellation of the registration.Under Section 83 of the CGST Act, the Commissioner can enforce provisional attachment to protect revenue."
,0
title,Maruti Suzuki Dzire takes top slot in April-November
datetime,2019-12-24 16:51:00+00:00
description,The company said the model currently has around 60 per cent market share in the compact sedan segment.
content,"NoneThe company said the model currently has around 60 per cent market share in the compact sedan segment.""Over years, Dzire has created a niche for itself amongst compact sedans. Gaining widespread acceptance, the model was conceptualised keeping in mind the customer demands,"" MSI Executive Director (Marketing & Sales) Shashank Srivastava said in a statement."
,0
title,Uri sold 5.7 million tickets but Avengers: Endgame led the way in 2019
datetime,2019-12-30 21:53:00+00:00
description,Avengers: Endgame sold over 8.6 million tickets to become highest-selling Hollywood movie on BookMyShow.
content,"NoneNoneNoneWho dominated box office in 2019?Helping Kaushal maintain the josh (energy) at the box office were actors like Akshay Kumar, Ayushmann Khurrana, Hrithik Roshan and Ranveer Singh.NoneNoneBookMyShow’s analysis is for the period between December 1, 2018 to November 30, 2019.Avengers craze continues in 2019NoneNoneRegional sees high demandIf you think there was more demand for Hindi and English films only, then think again as Malayalam movies saw significant growth in demand.Demand for Malayalam movies rose 108 percent followed by English at 45 percent and Hindi at 25 percent.Interest in Assamese films grew 5x to match the increase in the number of users who chose BookMyShow to watch these films and rated these films on the platform.NoneWhere to find more movie lovers?Hyderabad was home to maximum number of movie lovers, followed by Mumbai and Bengaluru. The city moved from fourth position in 2018 to outnumber its peers and lead the charts in 2019.Kochi witnessed a 56 percent increase in the number of people using BookMyShow to watch films as compared to 2018.Action rules the roostActions films witnessed a growth of 45 percent, becoming the most preferred genre followed by drama and comedy. Of the top 10 movies, 30 percent of the number of tickets sold on BookMyShow were based on real-life stories and incidents.More movie trendsOver 45 films crossed the one million ticket sales mark on BookMyShow."
,0
title,Five things you need to know about the 2020 Kawasaki Z900
datetime,2019-12-27 13:36:00+00:00
description,"The company has updated the Z900 with a brand-new, 4.3-inch colour-TFT display. "
content,"Kawasaki recently unveiled the latest generation of the Z900 for the Indian market. Along with a BSVI-compliant engine, the company has also updated the motorcycle’s electronics and other parameters. Here are five things you should know about the 2020 Kawasaki Z900 prior to its launch.A new colour-TFT instrument consoleThe company has updated the Z900 with a brand-new, 4.3-inch colour-TFT display. It also supports smartphone connectivity via the Kawasaki Rideology app, though the app has limited functionality.Same power output as beforeThough Kawasaki has updated the motorcycle’s engine to comply with the upcoming BSVI emission norms, the power output remains unchanged. The 948cc inline-four unit makes 125 PS of maximum power and 98.6 Nm of peak torque. This makes the Z900 the most powerful motorcycle in its class.Gets new riding aidsIn order to tame the engine, Kawasaki has added multiple electronic rider aids. These include ride-by-wire, four riding modes (Rain, Road, Sport and Manual), two power modes including Full and Low, where the latter reduces the power output to 55 percent and a three-level traction control system.Retains Sugomi-inspired designThe motorcycle gets a redesigned LED headlight unit along with darker underlying shades and a contrasting green paint scheme on its trellis frame. However, the Z900 retains its signature look.Price hike"
,0
title,Maruti Suzuki Dzire bags the title of highest-selling passenger car
datetime,2019-12-26 11:29:00+00:00
description,"The Dzire is based on the company’s Swift hatchback, though the current-gen Dzire was launched a year ahead of the updated hatchback in 2017."
content,"Maruti Suzuki recently added another accolade to its list when the Dzire compact sedan became India’s highest-selling passenger car. The Indian automobile manufacturer sold 1.2 lakh units between April and November and gained a cumulative sales figure of 2 million cars since the car’s launch in 2008.The company is offering the Dzire with an option between a 1.2-litre petrol motor which makes 82PS of maximum power and 113Nm of peak torque, or a 74PS and 190Nm making 1.2-litre diesel unit. Both engines are either mated to a 5-speed manual or a 5-speed automatic gearbox.The Dzire is based on the company’s Swift hatchback, though the current-gen Dzire was launched a year ahead of the updated hatchback in 2017. It has a price range of Rs 5.83 lakh to Rs 9.53 lakh (ex-showroom), giving customers a wider price range to choose from."
,0
title,Govt ropes in Flipkart for sale of products made by women self-help groups under DAY-NULM
datetime,2019-12-30 20:22:00+00:00
description,"Under the Deendayal Antyodaya Yojana-National Urban Livelihoods Mission (DAY-NULM), self-help groups consisting 44 lakh women have been working across the country, a move aimed at making women financially independent."
content,"Products made by women self-help groups formed under the DAY-NULM will now be available on e-commerce platforms as the government on December 30 signed an MoU with Flipkart in this regard. Union Housing and Urban Affairs Secretary Durga Shanker Mishra said the government would also rope in Amazon to provide a platform for the online sale of SHGs' products.Under the Deendayal Antyodaya Yojana-National Urban Livelihoods Mission (DAY-NULM), self-help groups consisting 44 lakh women have been working across the country, a move aimed at making women financially independent.""Today, we have signed an MoU with Flipkart. It aims to directly sell products made by self-help groups through e-commerce portals. We are also likely to ink an MoU with Amazon on January 7 for the same purpose,"" Mishra told reporters on the sidelines of an event.According to the secretary, 12 lakh people have so far been trained in different skills in the last five years under the mission while around 5.06 lakh people were given funds by the government and they are currently self-employed.Shelters have been set up for nearly one lakh people and about 12 lakh street vendors have been identified under the DAY-NULM, Mishra said.In every city, the government will also set up a 'City Livelihood Centre' through which people will be able to avail the service of plumbers, electricians and mechanics, among others, he said."
,0
title,Tata Motors partners Prakriti E-Mobility to deploy 500 Tigor EVs in New Delhi
datetime,2019-12-27 17:16:00+00:00
description,"The first batch of over 160 Tigor EVs is expected to hit the road by January 2020, the company said in a statement."
content,"NoneThe first batch of over 160 Tigor EVs is expected to hit the road by January 2020, the company said in a statement.Commenting on the partnership, Tata Motors President - Electric Mobility Business & Corporate Strategy said Tigor EVs would be a valuable addition to Prakriti E-Mobility's offerings as it aptly addresses the requirements of longer range applications and also provides higher revenue earning potential for commercial customers.""The induction of Tigor EVs will not only help the company achieve their business goals but also accomplish their objective of offering eco-friendly mobility solutions,"" he added.Prakriti E-Mobility co-founder & CEO Nimish Trivedi said the company strongly believes in the inherent benefits of zero emission, and lower operating costs of EVs will be the ultimate game changer for commuting in the city."
,0
title,Mumbai-Ahmedabad Tejas Express tickets to cost as much as airfares
datetime,2019-12-30 19:36:00+00:00
description,"Interestingly, no tatkal quota (last moment reservations) or premium tatkal quota is available for the Mumbai-Ahmedabad Tejas Express."
content,"Tickets for the IRCTC-run Mumbai-Ahmedabad Tejas Express, which will start running from January 19, 2020, will cost as much as airfares. While the train is reportedly abounds with state-of-the-art amenities to provide optimum comfort to passengers, it comes at a cost.NoneA seat in Shatabdi Express to travel the same distance costs Rs 1800, while that in the luxurious Anubhuti coach costs Rs 2000.The fare of the super-specialty train, which will operate six days a week, will also depend on the date and time of travel. For instance, during festivals like Christmas and Diwali, the ticket price will definitely rise.Unlike other train tickets that can be bought 120 days in advance, the window to buy tickets for the Tejas Express will only be 60 days.Moreover, no passenger shall get tickets at discounted rates except children below five years of age; however, their names will not appear on the chart. Full ticket prices will have to be paid for children aged above five, and they will be given a seat too.Interestingly, no tatkal quota (last moment reservations) or premium tatkal quota is available for the Mumbai-Ahmedabad Tejas Express. Six seats in the executive class will be reserved for foreign tourists. They will also enjoy a quota of 12 seats in the chair car.Ticket cancellation and refund rates will mostly be as per the rules of the Indian Railways, with a few exceptions here and there. For instance, if a wait-list ticket is cancelled 4 hours before the scheduled departure of Tejas, a clerkage of Rs 25/- will be deducted from the refunded balance. Indian Railways deducts Rs 65 from passengers for the same.In an added benefit, IRCTC will be providing rail travel insurance of up to Rs 25 Lakh, to all passengers free of cost. This complimentary service will insure passengers against household theft/robbery during that time period.IRCTC will additionally pay Rs 100 as compensation to each passenger every time the train delayed by more than one hour and Rs 250 if it is delayed by more than two hours."
,0
title,IFCI share price jumps 11% on amount realisation from NSE stake sale
datetime,2019-12-24 12:55:00+00:00
description,IFCI sold more than 1.2 crore equity shares of NSE.
content,"NoneThe state-owned non-banking finance company said it had realised approximately Rs 805.60 crore, representing about 82 percent of the total committed amount.""Process for receipt of approval for remaining quantity is underway,"" it added.The company had intimated exchanges on December 2 about disinvestment entire stake in National Stock Exchange of India (NSE) comprising of 1,20,66,871 number of equity shares (representing 2.44 percent of the total equity shares)"
,0
title,Govt proposes BS-VI emission norms for quadricycles from April 2020
datetime,2019-12-26 22:44:00+00:00
description,"Proposed emission limits in BS-VI are in line with Euro 5 mass emission guidelines which will be applicable from January 1, 2020 in Europe, the official added."
content,"The government has proposed to make BS-VI emission norms mandatory for quadricycles from April 1, 2020, an official said. ""The Road Transport and Highways Ministry in a draft notification has proposed amendment of Rule 115 to mandate the next level emission norms for quadricycles.The BS-VI emission norms for quadricycle are being proposed with effect from 1st April 2020,"" an official told PTI.Currently, quadricycles are covered under Bharat Stage IV emission norms.The BS-VI emission norms are in line with European standards.Various testing, including those related to durability, would be as per Europe quadricycle norms, the official said.Proposed emission limits in BS-VI are in line with Euro 5 mass emission guidelines which will be applicable from January 1, 2020 in Europe, the official added.Threshold limits for emission pollutants, conformity of production (CoP) frequency and sampling plan have been proposed."
,0
title,"RITES declares interim dividend, acquires stake in IRSDC; share price rises 3%"
datetime,2019-12-30 11:47:00+00:00
description,Board of Directors has approved investment of Rs 48 crore for acquiring a stake of 24 percent in Indian Railways Station Development Corporation (IRSDC).
content,"NoneThe company at the meeting held on December 27 declared an interim dividend at the rate of 60 percent (Rs 6 per share) of paid-up share capital.The board also fixed January 10, 2020, as the record date for the purpose of payment of dividend.Board of Directors has approved an investment of Rs 48 crore for acquiring a stake of 24 percent in Indian Railways Station Development Corporation (IRSDC).This investment is being done at face value i.e. Rs 10 per share and will provide RITES with an opportunity of growth in the emerging field of development of railway stations.The said acquisition will get completed within 30 days of communication of offer.""We had a strong H1 FY20, where we have seen our standalone revenue going up by 71 percent and profit-after-tax up by 72 percent on YoY basis. This growth has enabled us to announce a healthy interim dividend,” said Rajeev Mehrotra, Chairman and Managing Director, RITES."
,0
title,Auto Expo 2020 to miss out on popular names and faces
datetime,2019-12-30 13:38:00+00:00
description,"Senior executives such as chairman, managing director and CEO of large automotive companies will not attend the Auto Expo."
content,
,0
title,Hyatt plans to open 11 new hotels in India by 2020-end
datetime,2019-12-25 12:19:00+00:00
description,"Hyatt is one of the first international hotel management brands in India, having entered the market over 35 years ago with the first hotel under the Hyatt Regency brand in Delhi in 1982, he added."
